"","filenames","","","","","","","","","","","","","","",""
"47","output/merge63.nex.best_scheme.nex","SYM+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: nxc_pos2,","TIM2e+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"48","output/merge76.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"49","output_nomerge/nomerge52.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"50","output/merge66.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_bdnf_pos3_nxc_pos1,","TIM3e+I+G4: sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"51","output/merge79.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_nxc_pos1,","GTR+F+I+G4: sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+I+G4: sia_pos3,","K2P+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"52","output/merge88.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"53","output/merge93.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"54","output_nomerge/nomerge41.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","GTR+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"55","output/merge17.nex.best_scheme.nex","GTR+F+I+G4: sia_pos1_bdnf_pos2_nxc_pos1,","GTR+F+I+G4: sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"56","output/merge95.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"57","output_nomerge/nomerge90.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"58","output/merge05.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_bdnf_pos3_nxc_pos1,","TIM3e+I+G4: sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"59","output_nomerge/nomerge02.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"60","output/merge26.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","K2P+G4: bdnf_pos1_nxc_pos3,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"61","output/merge61.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_bdnf_pos2_bdnf_pos3_nxc_pos1,","TIM3e+I+G4: sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"62","output_nomerge/nomerge09.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"63","output/merge84.nex.best_scheme.nex","TIMe+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"64","output_nomerge/nomerge44.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVM+F+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TIM+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"65","output_nomerge/nomerge80.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"66","output_nomerge/nomerge94.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"67","output_nomerge/nomerge98.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TIM3+F+ASC: nd4_pos3;"
"68","output_nomerge/nomerge36.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","GTR+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"69","output_nomerge/nomerge51.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"70","output_nomerge/nomerge39.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","GTR+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"71","output_nomerge/nomerge56.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"72","output_nomerge/nomerge16.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"73","output_nomerge/nomerge06.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"74","output_nomerge/nomerge45.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","GTR+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"75","output_nomerge/nomerge59.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"76","output_nomerge/nomerge23.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TIM+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"77","output_nomerge/nomerge97.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"78","output_nomerge/nomerge81.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"79","output_nomerge/nomerge74.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TPM3+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"80","output_nomerge/nomerge57.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"81","output_nomerge/nomerge48.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"82","output_nomerge/nomerge28.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"83","output/merge21.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"84","output_nomerge/nomerge21.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"85","output_nomerge/nomerge95.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"86","output_nomerge/nomerge50.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"87","output_nomerge/nomerge22.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"88","output_nomerge/nomerge19.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"89","output_nomerge/nomerge29.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","GTR+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"90","output_nomerge/nomerge77.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"91","output_nomerge/nomerge24.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"92","output_nomerge/nomerge42.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
